IdCliente,Nombre,Apellido,Edad,Genero,Documento,Email,Telefono,Ciudad,Pais,FechaRegistro,MarcaPreferida,FrecuenciaVisita,TicketPromedio,PuntosAcumulados,UltimaCompra,MedioPagoFavorito,DeliveryFrecuente,EstadoCliente,Observaciones
5427,Carlos,Gómez,24.0,F,62239805,carlos.gómez@yahoo.com,932815280,Cusco,PE,2025-05-02,Pizza Hut,1.0,35.52,7.0,2023-03-23,Tarjeta,True,Activo,Cliente VIP
5428,Pedro,Castillo,83.0,M,56559875,pedro.castillo@yahoo.com,954143122,Ica,PE,2023-04-06,,3.0,39.74,384.0,2024-04-21,Efectivo,True,,
5429,Pedro,Vargas,85.0,X,21515730,pedro.vargas@gmail.com,947656003,Ayacucho,PE,2021-05-21,Pizza Hut,5.0,48.38,115.0,2025-09-17,Billetera,,Pendiente,
5430,Diego,Sánchez,18.0,F,15757150,diego.sánchez@outlook.com,914586443,Chimbote,PE,2022-02-09,Pizza Hut,3.0,16.84,96.0,2025-06-17,Tarjeta,,,
5431,Raúl,Flores,18.0,M,57364328,raúl.flores@outlook.com,969560063,Tumbes,Perú,2024-10-31,KFC,5.0,42.83,23.0,2024-04-05,Tarjeta,True,,
5432,Lucía,Flores,65.0,F,70679485,lucía.flores@yahoo.com,917477807,Tarapoto,Peru,2025-05-04,Starbucks,8.0,13.38,111.0,2024-12-19,Billetera,,Activo,
5433,,Torres,54.0,X,89759292,torres@,949552357,Iquitos,PE,2021-04-15,Starbucks,7.0,0.0,80.0,2023-01-31,,,,
5434,Miguel,Flores,74.0,,90332060,miguel.flores@hotmail.com,992332337,Puno,,2021-10-24,Starbucks,-3.0,-16.12,19.0,2025-04-21,Efectivo,,,Pendiente validación
5435,Juan,Vargas,42.0,,85957148,juan.vargas@yahoo.com,931895270,Puerto Maldonado,PE,2025-01-31,KFC,5.0,18.96,10.0,2024-03-14,Efectivo,True,Inactivo,
5436,Ana,Pérez,61.0,X,93614762,ana.pérez@gmail.com,947479443,Chimbote,PE,2024-12-14,Starbucks,3.0,40.76,108.0,2024-02-28,Tarjeta,,Activo,
5437,Daniel,Gómez,29.0,M,45431977,daniel.gómez@gmail.com,980985028,Tumbes,Perú,2023-12-13,KFC,0.0,59.65,120.0,2023-04-05,Efectivo,,Inactivo,Cliente VIP
5438,Luis,Sánchez,22.0,,84455739,luis.sánchez@hotmail.com,981174707,Moquegua,,2024-04-20,Chili's,16.0,18.02,118.0,2025-07-18,Tarjeta,,Inactivo,
5439,,Fernández,56.0,F,48334583,correo_sin_arroba.com,961143049,,Perú,2023-07-15,KFC,6.0,34.73,376.0,2023-03-24,Billetera,False,Inactivo,Pendiente validación
5440,Paola,Flores,66.0,F,12161632,paola.flores@outlook.com,968161715,Tarapoto,Perú,2025-08-05,Starbucks,17.0,61.42,111.0,2024-03-04,Tarjeta,False,Activo,Cliente VIP
5441,María,Pérez,26.0,F,29154617,maría.pérez@gmail.com,931560200,Huaraz,Perú,2025-06-26,,18.0,7.88,92.0,2024-11-23,,False,,
5442,Carlos,Castillo,150.0,,23313693,carlos.castillo@outlook.com,911212252,Tumbes,PE,2025-02-04,KFC,3.0,36.53,149.0,2023-01-05,Tarjeta,,Pendiente,Reclamo abierto
5443,Andrea,Rojas,18.0,F,68768595,andrea.rojas@yahoo.com,971012050,Juliaca,Perú,2025-09-27,,6.0,42.43,288.0,2025-08-17,,,,
5444,Andrea,Díaz,81.0,M,86425462,andrea.díaz@gmail.com,979334434,Tumbes,PE,2024-04-25,Starbucks,4.0,42.44,41.0,2023-11-27,,True,Activo,Pendiente validación
5445,Ana,Rodríguez,67.0,F,32690917,ana.rodríguez@gmail.com,999026703,Cajamarca,Perú,2023-10-15,KFC,18.0,19.14,106.0,2024-10-01,Tarjeta,,Inactivo,
5446,Miguel,Rodríguez,34.0,,50182290,miguel.rodríguez@gmail.com,984429515,Trujillo,Perú,2025-05-27,Starbucks,18.0,-26.68,106.0,2024-10-21,Billetera,False,Activo,
5447,Daniel,Fernández,33.0,,37360834,daniel.fernández@hotmail.com,934466239,Ica,Perú,2023-03-10,Pizza Hut,3.0,29.88,97.0,2023-12-05,Tarjeta,True,Activo,Reclamo abierto
5448,Luis,Cruz,121.0,F,33386175,luis.cruz@outlook.com,956469032,Puerto Maldonado,,2021-02-03,KFC,3.0,25.29,184.0,2025-03-02,,,,
5449,Andrea,Castillo,16.0,M,96598265,andrea.castillo@yahoo.com,979518935,Tarapoto,Perú,2021-11-11,,4.0,28.56,149.0,2023-09-08,Billetera,,,
5450,Paola,López,88.0,F,49241071,paola.lópez@gmail.com,980788545,Chiclayo,Peru,2024-01-15,Pizza Hut,7.0,34.21,101.0,2023-03-24,Billetera,True,Inactivo,
5451,Jorge,Gómez,55.0,M,19287836,jorge.gómez@outlook.com,962142809,Huancayo,PE,2022-07-03,Chili's,10.0,13.44,32.0,2024-06-28,,False,Inactivo,Pendiente validación
5452,María,Cruz,62.0,F,96668776,maría.cruz@outlook.com,967380197,Lima,PE,2023-04-17,Starbucks,4.0,26.25,315.0,2024-03-27,Billetera,False,Pendiente,Pendiente validación
5453,Rosa,Rojas,41.0,,51454126,rosa.rojas@outlook.com,931352524,Lima,Peru,2022-03-14,,6.0,46.97,236.0,2024-01-11,Billetera,True,Pendiente,Reclamo abierto
5454,Juan,Flores,27.0,,64615711,juan.flores@gmail.com,953354934,Tacna,,2024-07-09,Starbucks,5.0,27.85,-121.0,2025-08-15,,False,Activo,
5455,Miguel,Ramírez,23.0,F,77557005,miguel.ramírez@gmail.com,978916236,Chiclayo,,2022-08-19,Starbucks,4.0,31.3,148.0,2025-01-31,Billetera,False,Inactivo,
5456,Carmen,Rojas,63.0,X,73348068,carmen.rojas@gmail.com,999748030,Arequipa,,2021-09-28,Pizza Hut,1.0,0.0,247.0,2023-10-30,Tarjeta,True,Pendiente,Cliente VIP
5457,Valeria,Flores,68.0,,14175084,valeria.flores@gmail.com,992959841,Cusco,Peru,2024-09-08,Pizza Hut,,58.1,120.0,2025-01-05,,,Activo,
5458,Ana,Pérez,41.0,F,36689683,ana.pérez@hotmail.com,912797943,Chiclayo,PE,2021-03-15,Pizza Hut,5.0,16.3,89.0,2024-06-29,Tarjeta,False,Inactivo,
5459,Andrea,Martínez,21.0,X,10152444,andrea.martínez@hotmail.com,930883156,Chiclayo,,2022-10-28,,6.0,37.61,8.0,2024-10-03,Billetera,False,Inactivo,Pendiente validación
5460,Juan,Vargas,86.0,X,51796411,juan.vargas@hotmail.com,960795101,Cusco,PE,2025-09-22,Chili's,,48.66,55.0,2023-01-29,Billetera,False,Inactivo,Pendiente validación
5461,Miguel,Torres,47.0,F,62364508,miguel.torres@gmail.com,914546772,Huancayo,Perú,2022-08-15,Pizza Hut,19.0,0.0,55.0,2024-05-19,Tarjeta,,,Pendiente validación
5462,Valeria,Torres,57.0,X,54064926,valeria.torres@outlook.com,999370160,Chiclayo,,2022-06-08,Starbucks,6.0,-2.13,137.0,2023-12-30,Billetera,,Activo,
5463,Gabriela,Cruz,31.0,F,12790711,gabriela.cruz@outlook.com,923786607,Cajamarca,Peru,2024-06-11,Pizza Hut,2.0,40.07,76.0,2024-04-06,Efectivo,,Pendiente,Reclamo abierto
5464,Pedro,Martínez,26.0,X,40603970,pedro.martínez@outlook.com,930477594,Cajamarca,PE,2021-11-13,Pizza Hut,3.0,31.89,146.0,2023-06-29,Billetera,True,Activo,
5465,Lucía,Díaz,47.0,,46440105,lucía.díaz@hotmail.com,993280372,Trujillo,Perú,2025-07-04,Pizza Hut,2.0,48.08,110.0,2023-10-03,Tarjeta,True,,Reclamo abierto
5466,Miguel,Rodríguez,83.0,X,15809370,miguel.rodríguez@outlook.com,974036634,Puno,PE,2024-07-10,Chili's,7.0,30.47,19.0,2025-04-18,Billetera,True,Activo,Reclamo abierto
5467,Pedro,Sánchez,63.0,M,41362042,pedro.sánchez@hotmail.com,983150401,Piura,Peru,2021-08-21,KFC,19.0,23.57,58.0,2024-10-25,,False,Activo,
5468,Jorge,Flores,61.0,,55589962,jorge.flores@outlook.com,919998470,Tacna,,2024-09-07,Chili's,1.0,61.97,38.0,2024-10-27,Tarjeta,,,
5469,Rosa,Ramírez,77.0,X,73833410,rosa.ramírez@hotmail.com,981932023,Lima,PE,2025-04-29,,-4.0,41.15,78.0,2024-11-10,Billetera,,,Pendiente validación
5470,Carlos,Castillo,58.0,F,46725328,carlos.castillo@outlook.com,938838153,Huaraz,Perú,2024-08-11,KFC,0.0,26.39,35.0,2025-08-07,Tarjeta,True,Activo,Reclamo abierto
5471,Andrea,Ramírez,66.0,X,60239498,andrea.ramírez@yahoo.com,948567127,Puno,Peru,2023-01-17,KFC,8.0,37.04,34.0,2024-09-17,Efectivo,True,Inactivo,
5472,Daniel,Cruz,76.0,,21588627,daniel.cruz@gmail.com,980506657,Moquegua,,2021-06-29,Pizza Hut,3.0,23.22,144.0,2024-06-13,Tarjeta,True,Activo,Cliente VIP
5473,Ana,Rojas,30.0,X,52436871,ana.rojas@gmail.com,953608198,Juliaca,PE,2022-05-28,Chili's,1.0,-33.11,84.0,2024-04-15,Efectivo,True,Activo,Cliente VIP
5474,Rosa,Martínez,16.0,X,43951037,rosa.martínez@gmail.com,965851127,Puno,PE,2025-03-07,Starbucks,7.0,14.31,56.0,2024-12-24,Tarjeta,False,Activo,
5475,Ana,Torres,57.0,F,64949662,ana.torres@hotmail.com,923820047,Moquegua,,2021-11-28,KFC,9.0,14.06,32.0,2024-11-03,Billetera,True,Pendiente,
5476,Jorge,Martínez,76.0,M,72677711,jorge.martínez@yahoo.com,997243596,Tacna,Perú,2023-09-15,Pizza Hut,-3.0,40.59,25.0,2024-04-25,Billetera,False,Activo,Pendiente validación
5477,Raúl,Rojas,43.0,X,55642631,correo_sin_arroba.com,925837711,Tacna,PE,2023-05-26,Pizza Hut,5.0,29.35,51.0,2024-03-04,Tarjeta,False,Pendiente,
5478,Gabriela,López,64.0,M,79321724,gabriela.lópez@hotmail.com,945996289,Chimbote,Perú,2022-11-14,,13.0,41.39,91.0,2024-10-03,Billetera,False,Pendiente,
5479,Miguel,Fernández,63.0,M,72234793,miguel.fernández@hotmail.com,913277526,Puerto Maldonado,Peru,2022-04-10,Chili's,3.0,53.47,101.0,2023-06-02,Tarjeta,True,Activo,
5480,Luis,Ramírez,66.0,,46827581,luis.ramírez@yahoo.com,950189516,Tacna,PE,2021-07-11,Chili's,15.0,53.29,31.0,2024-09-03,Tarjeta,,Inactivo,
5481,Rosa,Sánchez,62.0,,76919176,rosa.sánchez@gmail.com,957957036,Huaraz,Peru,2022-03-13,KFC,1.0,56.62,101.0,2024-11-07,Billetera,True,Activo,
5482,Juan,Ramírez,,,55922860,juan.ramírez@gmail.com,979132992,Ica,,2021-03-31,KFC,6.0,13.36,43.0,2023-08-02,Efectivo,True,Inactivo,Pendiente validación
5483,Carlos,Gómez,31.0,,27303652,carlos.gómez@outlook.com,952409236,Huancayo,Peru,2022-05-20,Starbucks,10.0,36.34,91.0,2025-03-15,Tarjeta,,Inactivo,
5484,Andrea,Flores,45.0,,93926122,andrea.flores@hotmail.com,965508994,Iquitos,Peru,2021-09-30,Starbucks,5.0,32.53,69.0,2024-06-29,Tarjeta,,,Pendiente validación
5485,Jorge,Gómez,32.0,M,17822794,jorge.gómez@yahoo.com,995144220,Huancayo,Peru,2024-11-04,Pizza Hut,11.0,37.6,11.0,2024-02-14,,False,Activo,
5486,Daniel,Gómez,89.0,M,59555373,daniel.gómez@gmail.com,923692282,,PE,2024-05-19,Starbucks,6.0,42.3,56.0,2024-09-19,Tarjeta,,Pendiente,
5487,Luis,Rojas,55.0,X,75968128,luis.rojas@yahoo.com,965967212,Arequipa,Peru,2025-02-18,Pizza Hut,6.0,22.92,200.0,2023-08-29,Tarjeta,,Activo,
5488,Jorge,López,55.0,,95763627,jorge.lópez@hotmail.com,961392248,Moquegua,Peru,2022-03-16,Starbucks,2.0,27.69,325.0,2024-03-19,Efectivo,,Inactivo,
5489,Ana,López,54.0,M,16792225,ana.lópez@gmail.com,985254872,Chimbote,Perú,2022-01-20,Starbucks,7.0,45.22,32.0,2024-01-11,Efectivo,False,Pendiente,
5490,Andrea,Gómez,39.0,,45825447,andrea.gómez@yahoo.com,926334856,Tarapoto,Peru,2022-08-09,Chili's,19.0,-32.7,169.0,2024-11-29,Tarjeta,False,,
5491,Ana,Sánchez,79.0,F,72805509,ana.sánchez@hotmail.com,982205110,Ayacucho,PE,2025-02-03,Starbucks,0.0,41.47,315.0,2023-12-09,Billetera,True,Inactivo,Reclamo abierto
5492,Carmen,López,28.0,X,49202342,carmen.lópez@hotmail.com,917721629,Tacna,PE,2023-02-25,Chili's,8.0,36.62,241.0,2023-07-03,Billetera,,Pendiente,Cliente VIP
5493,María,López,68.0,M,18236790,maría.lópez@gmail.com,965813435,Chimbote,Perú,2025-07-20,Starbucks,7.0,29.45,206.0,2025-03-20,Tarjeta,,,
5494,Valeria,Flores,18.0,F,49206236,valeria.flores@hotmail.com,916335844,Moquegua,Perú,2023-10-14,Pizza Hut,8.0,26.07,117.0,2023-04-23,Tarjeta,,Pendiente,Cliente VIP
5495,María,Cruz,22.0,,54453626,maría.cruz@hotmail.com,960941589,Huancayo,Peru,2024-11-05,Pizza Hut,5.0,58.39,74.0,2023-10-22,Tarjeta,True,Pendiente,Pendiente validación
5496,Sofía,Rojas,80.0,,60193741,invalid_email,993952742,Cusco,Peru,2024-11-18,Chili's,0.0,40.32,81.0,2025-01-26,Tarjeta,True,Activo,Pendiente validación
5497,Carlos,Gómez,42.0,X,90870717,carlos.gómez@yahoo.com,912071187,Cusco,,2025-01-13,,2.0,51.19,41.0,2024-07-24,Tarjeta,True,Pendiente,
5498,Jorge,Ramírez,16.0,F,25071882,jorge.ramírez@yahoo.com,942106454,Huancayo,PE,2022-12-23,Chili's,4.0,41.0,84.0,2025-04-12,Billetera,,,
5499,Raúl,Sánchez,63.0,M,72798684,raúl.sánchez@outlook.com,951331652,Cajamarca,PE,2022-09-11,,13.0,41.64,148.0,2023-09-02,Tarjeta,False,Pendiente,
5500,Carmen,López,75.0,,92323338,carmen.lópez@gmail.com,915275569,Lima,,2022-01-23,Pizza Hut,2.0,43.36,18.0,2023-05-15,Tarjeta,,Pendiente,
5501,María,Fernández,58.0,,16405469,maría.fernández@yahoo.com,974793410,Huancayo,Perú,2025-01-30,Pizza Hut,4.0,31.0,106.0,2024-06-09,Efectivo,,Pendiente,Cliente VIP
5502,María,Rojas,35.0,X,52747132,maría.rojas@gmail.com,994653495,Tacna,Peru,2022-02-26,Starbucks,19.0,40.26,74.0,2024-09-02,Tarjeta,True,Inactivo,
5503,José,Rojas,45.0,X,60385765,josé.rojas@hotmail.com,923313200,Chimbote,Perú,2023-06-10,KFC,19.0,28.88,71.0,2025-04-02,Efectivo,False,Inactivo,
5504,Ana,López,53.0,,97189087,ana.lópez@gmail.com,917665706,Puerto Maldonado,Perú,2025-01-18,,2.0,53.17,22.0,2024-07-26,Billetera,True,,
5505,Jorge,Torres,43.0,X,14546268,jorge.torres@gmail.com,932027244,Arequipa,Perú,2023-01-31,KFC,0.0,20.6,,2024-07-05,Efectivo,False,,Cliente VIP
5506,Andrea,Flores,78.0,X,39761870,andrea.flores@gmail.com,912884072,Lima,Peru,2021-01-06,Pizza Hut,19.0,46.16,53.0,2024-03-21,Tarjeta,,Pendiente,
5507,Luis,Ramírez,47.0,M,XXXXX,luis.ramírez@gmail.com,955397631,Lima,Peru,2021-10-01,,7.0,29.24,93.0,2023-03-18,Billetera,False,,Reclamo abierto
5508,Raúl,Cruz,81.0,X,33706512,raúl.cruz@hotmail.com,985577339,Moquegua,Perú,2025-06-27,Pizza Hut,8.0,36.89,153.0,2024-01-30,Efectivo,,Activo,
5509,Daniel,Torres,45.0,M,15598128,daniel.torres@outlook.com,963719513,Lima,PE,2024-11-16,Pizza Hut,-4.0,25.2,96.0,2023-06-23,Billetera,False,Activo,Reclamo abierto
5510,María,Castillo,83.0,,49774223,maría.castillo@gmail.com,931469753,Tarapoto,Peru,2022-03-09,Chili's,14.0,29.1,-82.0,2024-08-07,Billetera,,,Pendiente validación
5511,,López,27.0,F,75241671,,923155591,Tarapoto,PE,2025-09-11,Chili's,12.0,26.25,149.0,2025-09-28,Billetera,False,Inactivo,
5512,Diego,Cruz,75.0,M,82416324,diego.cruz@gmail.com,992013396,Trujillo,Perú,2024-12-13,Starbucks,8.0,11.28,249.0,2024-01-22,Tarjeta,False,Inactivo,
5513,Valeria,Sánchez,17.0,X,69674580,valeria.sánchez@hotmail.com,938773709,Piura,,2023-10-17,,16.0,20.14,216.0,2023-05-19,Tarjeta,,,
5514,Gabriela,Rodríguez,41.0,,70765064,correo_sin_arroba.com,957709966,Iquitos,Peru,2022-05-17,Chili's,3.0,38.07,307.0,2024-06-06,,,Pendiente,
5515,Pedro,Martínez,59.0,F,41794498,pedro.martínez@yahoo.com,997350837,Tacna,PE,2024-08-16,,5.0,29.42,82.0,2025-02-14,Billetera,True,Activo,
5516,Juan,Torres,45.0,X,18297207,juan.torres@yahoo.com,955403755,Piura,Perú,2021-05-17,Starbucks,4.0,51.94,37.0,2024-02-02,Tarjeta,False,Pendiente,
5517,Carmen,Gómez,40.0,,95769143,carmen.gómez@hotmail.com,992275621,Puerto Maldonado,Perú,2021-12-05,Pizza Hut,14.0,34.44,153.0,2024-10-24,Tarjeta,True,Activo,
5518,Jorge,Flores,87.0,X,13279199,jorge.flores@gmail.com,935362062,Puerto Maldonado,Peru,2025-05-22,Pizza Hut,15.0,29.48,,2023-08-16,Billetera,False,Activo,
5519,Carlos,Rodríguez,69.0,F,78813252,carlos.rodríguez@gmail.com,978144383,Cajamarca,Peru,2024-10-21,Chili's,19.0,19.12,53.0,2024-12-05,Billetera,,Inactivo,
5520,Andrea,Rodríguez,43.0,,22090907,andrea.rodríguez@outlook.com,910750101,Cajamarca,,2022-07-03,,4.0,61.58,31.0,2023-08-11,Tarjeta,False,Pendiente,Cliente VIP
5521,Paola,Ramírez,43.0,X,32967172,paola.ramírez@outlook.com,912914076,Trujillo,Perú,2025-01-24,,5.0,40.49,71.0,2023-10-05,Efectivo,,Inactivo,Pendiente validación
5522,Gabriela,Cruz,36.0,,65782185,gabriela.cruz@hotmail.com,979105951,Puno,PE,2022-06-10,Starbucks,18.0,29.16,100.0,2023-06-12,,,Pendiente,
5523,Sofía,Fernández,75.0,M,12785417,sofía.fernández@gmail.com,943248158,Arequipa,Perú,2024-02-02,Chili's,0.0,37.25,176.0,2024-09-25,,False,Inactivo,
5524,Sofía,Torres,21.0,X,64977618,sofía.torres@hotmail.com,977141284,Chiclayo,Peru,2022-04-01,KFC,10.0,32.7,19.0,2025-09-20,Efectivo,True,Inactivo,
5525,Miguel,López,71.0,,79922311,miguel.lópez@outlook.com,981702521,Huancayo,Perú,2023-01-19,Pizza Hut,2.0,18.5,68.0,2024-10-16,Tarjeta,,,
5526,Daniel,Castillo,48.0,M,44428340,daniel.castillo@hotmail.com,998797785,Trujillo,,2021-11-28,Starbucks,8.0,26.19,35.0,2024-11-18,Billetera,,Pendiente,
5527,Rosa,Vargas,67.0,X,17485828,rosa.vargas@outlook.com,960969613,Tarapoto,,2022-09-08,Starbucks,5.0,26.1,71.0,2023-02-24,Billetera,True,Inactivo,
5528,Raúl,Martínez,17.0,M,99006816,raúl.martínez@yahoo.com,926378510,Juliaca,PE,2021-07-19,KFC,5.0,45.21,43.0,2024-11-17,Tarjeta,True,,
5529,Ana,Flores,84.0,,82709250,ana.flores@outlook.com,956429545,Chimbote,,2023-05-11,Pizza Hut,5.0,41.46,67.0,2023-01-10,Tarjeta,False,Pendiente,
5530,Diego,Rodríguez,28.0,,20849731,diego.rodríguez@outlook.com,975113860,Arequipa,Peru,2023-08-30,Starbucks,4.0,51.03,68.0,2024-11-18,Efectivo,True,Pendiente,Cliente VIP
5531,Lucía,Rodríguez,73.0,,62055227,lucía.rodríguez@yahoo.com,935863507,Huaraz,Perú,2023-05-13,KFC,8.0,33.76,230.0,2025-07-30,Billetera,False,Activo,
5532,Valeria,Martínez,150.0,,78128342,valeria.martínez@yahoo.com,936118708,Chimbote,Peru,2022-01-08,,4.0,26.57,58.0,2023-07-11,Billetera,False,Pendiente,Pendiente validación
5533,Luis,Pérez,46.0,M,26908097,luis.pérez@outlook.com,962981804,Juliaca,Perú,2022-12-17,Pizza Hut,4.0,37.75,165.0,2024-11-19,Billetera,,Pendiente,Pendiente validación
5534,Daniel,Gómez,39.0,,50570386,daniel.gómez@yahoo.com,951114896,Tumbes,Perú,2024-08-09,Pizza Hut,7.0,60.55,18.0,2023-07-23,Tarjeta,,Activo,
5535,Carmen,Cruz,77.0,X,96369105,carmen.cruz@yahoo.com,947605667,Tarapoto,,2023-03-15,,3.0,29.35,190.0,2024-02-05,Efectivo,,,
5536,Miguel,Pérez,47.0,,31471576,miguel.pérez@outlook.com,915649015,Ica,Perú,2023-08-17,Chili's,7.0,35.67,12.0,2024-06-11,,False,,
5537,Juan,Cruz,67.0,F,82388095,juan.cruz@hotmail.com,958138156,Puerto Maldonado,Peru,2024-05-17,Chili's,14.0,37.42,25.0,2024-12-07,Tarjeta,True,Pendiente,
5538,Andrea,López,86.0,,38071172,andrea.lópez@hotmail.com,963444748,Huaraz,Perú,2024-02-01,KFC,1.0,9.13,48.0,2025-01-11,Billetera,False,Pendiente,
5539,Sofía,Torres,76.0,X,68722024,sofía.torres@outlook.com,957324353,Huancayo,,2021-06-08,KFC,17.0,33.11,112.0,2024-01-21,Tarjeta,True,Pendiente,
5540,Rosa,Sánchez,67.0,F,37459249,rosa.sánchez@outlook.com,980164950,Chimbote,PE,2024-11-08,Starbucks,14.0,54.84,305.0,2024-03-22,Billetera,False,,
5541,Carlos,Pérez,74.0,M,97496700,carlos.pérez@gmail.com,959344098,Arequipa,Perú,2022-01-22,KFC,5.0,17.3,152.0,2024-12-30,Tarjeta,,Pendiente,Reclamo abierto
5542,José,Martínez,37.0,X,11648820,josé.martínez@gmail.com,937163145,,PE,2024-04-20,,8.0,33.39,20.0,2025-05-31,Tarjeta,,Activo,
5543,Gabriela,López,47.0,X,93011582,gabriela.lópez@gmail.com,994845775,Moquegua,,2025-09-23,,5.0,46.3,107.0,2023-01-22,Efectivo,True,Activo,Cliente VIP
5544,Pedro,Sánchez,19.0,,42128397,pedro.sánchez@outlook.com,975532561,Ica,Perú,2024-05-02,Chili's,9.0,40.82,202.0,2023-04-10,Tarjeta,True,Inactivo,
5545,José,Torres,54.0,M,14213959,josé.torres@hotmail.com,950565401,Lima,Peru,2021-12-23,,17.0,34.26,92.0,2025-03-27,Tarjeta,False,,Reclamo abierto
5546,José,Fernández,77.0,F,13599546,josé.fernández@hotmail.com,958541672,Puno,Perú,2022-03-15,KFC,7.0,26.74,97.0,2023-05-04,Billetera,False,Activo,
5547,Lucía,Flores,48.0,,42649131,lucía.flores@gmail.com,994234583,Trujillo,Peru,2024-12-02,Starbucks,3.0,13.81,43.0,2024-09-19,Tarjeta,False,,
5548,Gabriela,Rodríguez,50.0,F,82159307,gabriela.rodríguez@hotmail.com,914766160,Chiclayo,,2022-03-09,,8.0,32.82,191.0,2023-02-15,Efectivo,,Pendiente,
5549,,Rodríguez,39.0,F,55527272,,946804693,Juliaca,,2022-04-16,KFC,2.0,13.44,132.0,2023-12-28,Tarjeta,True,Inactivo,
5550,Sofía,Vargas,61.0,F,72704721,sofía.vargas@outlook.com,940727874,Juliaca,Perú,2023-11-01,,0.0,46.18,41.0,2025-07-21,Billetera,,Inactivo,
5551,Rosa,Ramírez,46.0,M,41019099,rosa.ramírez@yahoo.com,998012527,Huancayo,Peru,2024-02-01,Chili's,2.0,19.92,100.0,2025-02-12,Billetera,,Pendiente,
5552,Jorge,Gómez,0.0,X,68310827,jorge.gómez@hotmail.com,916205810,Lima,Perú,2024-06-21,Chili's,6.0,81.15,45.0,2023-05-01,Tarjeta,False,Activo,
5553,Juan,Gómez,26.0,M,96079910,juan.gómez@hotmail.com,994032920,Cajamarca,Peru,2021-07-22,Pizza Hut,9.0,16.08,44.0,2023-04-08,Billetera,False,,
5554,José,Díaz,42.0,X,47181343,josé.díaz@gmail.com,982279117,Puerto Maldonado,Perú,2025-05-26,Pizza Hut,5.0,33.23,64.0,2024-07-14,Billetera,True,Activo,Reclamo abierto
5555,Diego,Rodríguez,79.0,F,61990215,diego.rodríguez@hotmail.com,994093522,,,2022-02-02,,6.0,28.25,155.0,2023-11-07,Billetera,False,Pendiente,Pendiente validación
5556,Luis,Martínez,87.0,F,79427272,luis.martínez@outlook.com,955085572,Puerto Maldonado,,2024-06-24,Starbucks,9.0,14.97,87.0,2023-07-06,Tarjeta,,,
5557,Diego,Cruz,71.0,,84624493,diego.cruz@outlook.com,950484886,Iquitos,Perú,2025-05-08,,5.0,15.16,157.0,2024-04-15,Billetera,,Pendiente,Pendiente validación
5558,Juan,Martínez,27.0,X,XXXXX,juan.martínez@gmail.com,981338611,Huaraz,Perú,2023-02-18,Pizza Hut,2.0,55.34,118.0,2024-05-22,Billetera,True,Inactivo,Reclamo abierto
5559,María,Vargas,56.0,X,72519296,maría.vargas@outlook.com,986620117,,Peru,2022-03-06,Starbucks,9.0,22.21,189.0,2023-06-18,Billetera,False,Inactivo,
5560,Jorge,Castillo,43.0,F,17593866,jorge.castillo@hotmail.com,975337835,Cajamarca,Peru,2024-06-10,Chili's,5.0,25.53,171.0,2023-12-01,,,Activo,Pendiente validación
5561,Gabriela,Gómez,65.0,M,87993436,gabriela.gómez@yahoo.com,964083923,Moquegua,,2021-10-19,Pizza Hut,8.0,28.03,,2023-01-20,Efectivo,False,Pendiente,
5562,Luis,Torres,48.0,X,37197612,luis.torres@yahoo.com,921048213,Tarapoto,,2023-01-09,Starbucks,7.0,48.38,,2024-11-19,Billetera,,,
5563,Carlos,Rojas,69.0,,66862448,invalid_email,976303511,Huancayo,Perú,2021-05-11,Starbucks,18.0,35.7,40.0,2024-02-03,Billetera,False,Pendiente,Reclamo abierto
5564,Gabriela,Ramírez,42.0,F,94429190,correo_sin_arroba.com,950608666,Huancayo,Peru,2021-06-09,,3.0,-21.87,38.0,2023-09-29,Billetera,True,,Cliente VIP
5565,Rosa,Cruz,68.0,,45823258,rosa.cruz@hotmail.com,923309713,Cajamarca,,2024-08-20,Chili's,0.0,42.92,77.0,2024-09-13,,False,Activo,Pendiente validación
5566,Valeria,Flores,28.0,M,56724939,valeria.flores@gmail.com,995127542,Cusco,Peru,2023-05-26,Pizza Hut,16.0,49.73,111.0,2023-07-01,Tarjeta,True,Pendiente,
5567,Gabriela,Rodríguez,17.0,X,61471302,,977064383,Chiclayo,,2025-07-26,Chili's,7.0,61.86,14.0,2024-08-24,Billetera,True,,
5568,Daniel,López,82.0,,15391931,daniel.lópez@outlook.com,952740814,Tacna,,2021-02-23,Chili's,2.0,31.52,66.0,2023-08-01,,,Pendiente,Cliente VIP
5569,Miguel,Castillo,48.0,M,79947199,miguel.castillo@outlook.com,914676567,Cusco,Perú,2025-05-20,Starbucks,3.0,44.92,68.0,2025-03-26,,False,Inactivo,
5570,Carmen,Rodríguez,29.0,M,74775632,rodríguez@,992374021,Puerto Maldonado,Peru,2022-02-20,,7.0,36.1,69.0,2025-02-19,Tarjeta,True,Pendiente,
5571,Daniel,Gómez,62.0,M,31856849,daniel.gómez@outlook.com,985117916,Tacna,PE,2025-01-17,Chili's,6.0,64.92,154.0,2025-07-17,Tarjeta,,Pendiente,Pendiente validación
5572,Jorge,Castillo,41.0,,86104203,jorge.castillo@yahoo.com,932759702,Tumbes,,2024-11-23,Chili's,13.0,44.84,56.0,2023-06-13,Efectivo,False,Activo,Reclamo abierto
